Namespace(char='16', dev='19,21', embed='16', filetype='ner', mlp='32', output='small16_ner_adam', test='22,24', train='0,18', trainer='adam', word='16')
Epoch: 0
Validation accuracy: 0.954652
Test accuracy: 0.957845
Validation loss: 90123.699768
Validation accuracy: 0.955157
Test accuracy: 0.958521
Validation loss: 90396.748596
Validation accuracy: 0.955227
Test accuracy: 0.958567
Validation loss: 90022.166687
Validation accuracy: 0.955311
Test accuracy: 0.958889
Training loss: 610548.332825
Training accuracy: 0.961561

Epoch: 60
Validation loss: 90140.929565
Validation accuracy: 0.956781
Test accuracy: 0.958613
Validation loss: 90778.536255
Validation accuracy: 0.955283
Test accuracy: 0.960009
Validation loss: 89979.856140
Validation accuracy: 0.955017
Test accuracy: 0.959641
Validation loss: 90241.576294
Validation accuracy: 0.955101
Test accuracy: 0.958751
Validation loss: 90290.883728
Validation accuracy: 0.954540
Test accuracy: 0.957569
Training loss: 610765.211548
Training accuracy: 0.962055

Epoch: 61
Validation loss: 90185.774963
Validation accuracy: 0.956655
Test accuracy: 0.959733
Validation loss: 90135.517517
Validation accuracy: 0.955941
Test accuracy: 0.958337
Validation loss: 90391.717712
Validation accuracy: 0.956151
Test accuracy: 0.959380
Validation loss: 90510.482422
Validation accuracy: 0.953728
Test accuracy: 0.959702
Validation loss: 89941.454407
Validation accuracy: 0.955857
Test accuracy: 0.959886
Training loss: 609097.679688
Training accuracy: 0.961886

Epoch: 62
Validation loss: 90356.272461
Validation accuracy: 0.956291
Test accuracy: 0.959288
Validation loss: 90124.211731
Validation accuracy: 0.955003
Test accuracy: 0.958214
Validation loss: 90110.300964
Validation accuracy: 0.954288
Test accuracy: 0.959227
Validation loss: 90651.106812
Validation accuracy: 0.956263
Test accuracy: 0.958337
Validation loss: 90044.103210
Validation accuracy: 0.957383
Test accuracy: 0.958659
Training loss: 611494.302063
Training accuracy: 0.961692

Epoch: 63
Validation loss: 90573.997131
Validation accuracy: 0.955297
Test accuracy: 0.958597
Validation loss: 90391.738525
Validation accuracy: 0.954554
Test accuracy: 0.957646
Validation loss: 90047.032959
Validation accuracy: 0.955941
Test accuracy: 0.958843
Validation loss: 90090.705505
Validation accuracy: 0.954890
Test accuracy: 0.958996
Validation loss: 90282.044556
Validation accuracy: 0.955353
Test accuracy: 0.958367
Training loss: 611091.227478
Training accuracy: 0.961581

Epoch: 64
Validation loss: 90412.464966
Validation accuracy: 0.956389
Test accuracy: 0.958674
Validation loss: 90740.550354
Validation accuracy: 0.954932
Test accuracy: 0.958122
Validation loss: 90022.725098
Validation accuracy: 0.955577
Test accuracy: 0.959042
Validation loss: 90319.744995
Validation accuracy: 0.956557
Test accuracy: 0.958183
Validation loss: 89906.059265
Validation accuracy: 0.955899
Test accuracy: 0.958521
Training loss: 609588.946167
Training accuracy: 0.961754

Epoch: 65
Validation loss: 90064.066956
Validation accuracy: 0.955647
Test accuracy: 0.957278
Validation loss: 90486.231384
Validation accuracy: 0.956137
Test accuracy: 0.959856
Validation loss: 90388.688416
Validation accuracy: 0.956109
Test accuracy: 0.956541
Validation loss: 90165.831238
Validation accuracy: 0.955171
Test accuracy: 0.960285
Validation loss: 90145.805054
Validation accuracy: 0.954792
Test accuracy: 0.959042
Training loss: 610692.732269
Training accuracy: 0.961750

Epoch: 66
Validation loss: 90393.598206
Validation accuracy: 0.954470
Test accuracy: 0.958290
Validation loss: 90235.118896
Validation accuracy: 0.955689
Test accuracy: 0.960546
Validation loss: 90476.707947
Validation accuracy: 0.956753
Test accuracy: 0.959135
Validation loss: 90139.340332
Validation accuracy: 0.955899
Test accuracy: 0.959027
Validation loss: 90219.736145
Validation accuracy: 0.956501
Test accuracy: 0.958782
Training loss: 610014.579834
Training accuracy: 0.961643

Epoch: 67
Validation loss: 90181.486145
Validation accuracy: 0.955563
Test accuracy: 0.959733
Validation loss: 90562.896423
Validation accuracy: 0.954218
Test accuracy: 0.959794
Validation loss: 90332.518860
Validation accuracy: 0.956809
Test accuracy: 0.958843
Validation loss: 89705.878662
Validation accuracy: 0.956907
Test accuracy: 0.959487
Validation loss: 90165.618225
Validation accuracy: 0.955815
Test accuracy: 0.959487
Training loss: 610672.656982
Training accuracy: 0.962016

Epoch: 68
Validation loss: 90276.089966
Validation accuracy: 0.956277
Test accuracy: 0.957201
Validation loss: 90220.104126
Validation accuracy: 0.955591
Test accuracy: 0.959165
Validation loss: 90093.992859
Validation accuracy: 0.955969
Test accuracy: 0.959748
Validation loss: 90446.892517
Validation accuracy: 0.957103
Test accuracy: 0.961482
Validation loss: 90922.177795
Validation accuracy: 0.955339
Test accuracy: 0.958076
Training loss: 610266.560760
Training accuracy: 0.961149

Epoch: 69
Validation loss: 89775.393311
Validation accuracy: 0.955577
Test accuracy: 0.959380
Validation loss: 90331.809998
Validation accuracy: 0.955255
Test accuracy: 0.958198
Validation loss: 90455.584534
Validation accuracy: 0.955157
Test accuracy: 0.957170
Validation loss: 90138.861389
Validation accuracy: 0.957061
Test accuracy: 0.960899
Validation loss: 90001.732239
Validation accuracy: 0.956669
Test accuracy: 0.959088
Training loss: 609809.542480
Training accuracy: 0.961789

Epoch: 70
Validation loss: 91113.387939
Validation accuracy: 0.955549
Test accuracy: 0.957462
Validation loss: 90532.277466
Validation accuracy: 0.954947
Test accuracy: 0.960424
Validation loss: 90333.090637
Validation accuracy: 0.955759
Test accuracy: 0.958828
Validation loss: 90694.929077
Validation accuracy: 0.956151
Test accuracy: 0.960485
Validation loss: 90295.311768
Validation accuracy: 0.958084
Test accuracy: 0.959733
Training loss: 609840.038208
Training accuracy: 0.961727

Epoch: 71
Validation loss: 90099.789368
Validation accuracy: 0.955003
Test accuracy: 0.958950
Validation loss: 90094.096680
Validation accuracy: 0.956235
Test accuracy: 0.960285
Validation loss: 90317.643677
Validation accuracy: 0.956109
Test accuracy: 0.960638
Validation loss: 90436.544556
Validation accuracy: 0.956207
Test accuracy: 0.959334
Validation loss: 90032.192444
Validation accuracy: 0.956347
Test accuracy: 0.958536
Training loss: 608294.030029
Training accuracy: 0.962380

Epoch: 72
Validation loss: 89925.428955
Validation accuracy: 0.955969
Test accuracy: 0.961007
Validation loss: 90339.663879
Validation accuracy: 0.954778
Test accuracy: 0.958459
Validation loss: 90559.778076
Validation accuracy: 0.956739
Test accuracy: 0.958782
Validation loss: 90192.757568
Validation accuracy: 0.957257
Test accuracy: 0.960439
Validation loss: 90166.653076
Validation accuracy: 0.956417
Test accuracy: 0.960608
Training loss: 609391.443359
Training accuracy: 0.962353

Epoch: 73
Validation loss: 90227.811157
Validation accuracy: 0.955997
Test accuracy: 0.959426
Validation loss: 89918.836548
Validation accuracy: 0.956011
Test accuracy: 0.959794
Validation loss: 89958.822449
Validation accuracy: 0.956109
Test accuracy: 0.959487
Validation loss: 89734.407227
Validation accuracy: 0.956823
Test accuracy: 0.960086
Validation loss: 90138.589355
Validation accuracy: 0.958014
Test accuracy: 0.959088
Training loss: 610746.279968
Training accuracy: 0.962483

Epoch: 74
Validation loss: 90247.377563
Validation accuracy: 0.957145
Test accuracy: 0.959917
Validation loss: 90106.609192
Validation accuracy: 0.956165
Test accuracy: 0.959380
Validation loss: 89953.347900
Validation accuracy: 0.955241
Test accuracy: 0.959181
Validation loss: 90154.444885
Validation accuracy: 0.954274
Test accuracy: 0.959211
Validation loss: 90059.861267
Validation accuracy: 0.956585
Test accuracy: 0.959748
Training loss: 610111.782074
Training accuracy: 0.962664

Epoch: 75
Validation loss: 89554.830627
Validation accuracy: 0.957089
Test accuracy: 0.959733
Validation loss: 90203.821655
Validation accuracy: 0.956753
Test accuracy: 0.959702
Validation loss: 90473.297058
Validation accuracy: 0.956935
Test accuracy: 0.959457
Validation loss: 90287.377625
Validation accuracy: 0.956655
Test accuracy: 0.960178
Validation loss: 90710.477905
Validation accuracy: 0.956977
Test accuracy: 0.959687
Training loss: 609392.109100
Training accuracy: 0.962376

Epoch: 76
Validation loss: 90660.754395
Validation accuracy: 0.957187
Test accuracy: 0.960669
Validation loss: 90056.374451
Validation accuracy: 0.955745
Test accuracy: 0.961252
Validation loss: 90309.463867
Validation accuracy: 0.957509
Test accuracy: 0.959334
Validation loss: 89797.286194
Validation accuracy: 0.956809
Test accuracy: 0.959733
Validation loss: 90031.210571
Validation accuracy: 0.956291
Test accuracy: 0.959150
Training loss: 609418.753754
Training accuracy: 0.961443

Epoch: 77
Validation loss: 90623.634094
Validation accuracy: 0.955703
Test accuracy: 0.958628
Validation loss: 90348.334595
Validation accuracy: 0.957860
Test accuracy: 0.959932
Validation loss: 90246.113098
Validation accuracy: 0.957285
Test accuracy: 0.960117
Validation loss: 90369.916870
Validation accuracy: 0.956515
Test accuracy: 0.959196
Validation loss: 90334.112000
Validation accuracy: 0.955577
Test accuracy: 0.960009
Training loss: 609637.755005
Training accuracy: 0.962240

Epoch: 78
Validation loss: 90328.072571
Validation accuracy: 0.955899
Test accuracy: 0.959902
Validation loss: 90363.671204
Validation accuracy: 0.957803
Test accuracy: 0.959994
Validation loss: 90398.535522
Validation accuracy: 0.955563
Test accuracy: 0.959150
Validation loss: 90252.549683
Validation accuracy: 0.956991
Test accuracy: 0.958874
Validation loss: 90273.424622
Validation accuracy: 0.957593
Test accuracy: 0.960117
Training loss: 608170.934021
Training accuracy: 0.962516

Epoch: 79
Validation loss: 90272.214905
Validation accuracy: 0.955997
Test accuracy: 0.960239
Validation loss: 90093.496094
Validation accuracy: 0.956767
Test accuracy: 0.959810
Validation loss: 90405.986084
Validation accuracy: 0.955815
Test accuracy: 0.958889
Validation loss: 90033.427063
Validation accuracy: 0.957117
Test accuracy: 0.958812
Validation loss: 89928.774048
Validation accuracy: 0.955521
Test accuracy: 0.959702
Training loss: 609475.984924
Training accuracy: 0.963293

Epoch: 80
Validation loss: 90598.218384
Validation accuracy: 0.956417
Test accuracy: 0.959533
Validation loss: 90349.426697
Validation accuracy: 0.955885
Test accuracy: 0.961559
Validation loss: 90107.496460
Validation accuracy: 0.958630
Test accuracy: 0.959810
Validation loss: 90144.068665
Validation accuracy: 0.957537
Test accuracy: 0.959948
Validation loss: 90117.761902
Validation accuracy: 0.958196
Test accuracy: 0.959733
Training loss: 609704.496399
Training accuracy: 0.962903

Epoch: 81
Validation loss: 90209.531006
Validation accuracy: 0.956781
Test accuracy: 0.960163
Validation loss: 90283.412354
Validation accuracy: 0.957803
Test accuracy: 0.960040
Validation loss: 90325.494568
Validation accuracy: 0.957481
Test accuracy: 0.960531
Validation loss: 90242.151917
Validation accuracy: 0.955423
Test accuracy: 0.961237
Validation loss: 90004.368958
Validation accuracy: 0.957789
Test accuracy: 0.959825
Training loss: 609470.347687
Training accuracy: 0.963412

Epoch: 82
Validation loss: 90327.259949
Validation accuracy: 0.956725
Test accuracy: 0.959119
Validation loss: 89687.238037
Validation accuracy: 0.956837
Test accuracy: 0.961222
Validation loss: 90525.541443
Validation accuracy: 0.956473
Test accuracy: 0.959595
Validation loss: 89758.217163
Validation accuracy: 0.957481
Test accuracy: 0.960040
Validation loss: 90308.076660
Validation accuracy: 0.956865
Test accuracy: 0.960623
Training loss: 609766.625153
Training accuracy: 0.963085

Epoch: 83
Validation loss: 90453.194153
Validation accuracy: 0.955829
Test accuracy: 0.959595
Validation loss: 90266.746948
Validation accuracy: 0.957593
Test accuracy: 0.958720
Validation loss: 89730.720581
Validation accuracy: 0.955619
Test accuracy: 0.959840
Validation loss: 90033.728394
Validation accuracy: 0.957663
Test accuracy: 0.960270
Validation loss: 90265.436951
Validation accuracy: 0.956753
Test accuracy: 0.959058
Training loss: 611416.949310
Training accuracy: 0.963313

Epoch: 84
Validation loss: 90249.995117
Validation accuracy: 0.955633
Test accuracy: 0.961375
Validation loss: 90141.110168
Validation accuracy: 0.957607
Test accuracy: 0.959349
Validation loss: 90618.826355
Validation accuracy: 0.955969
Test accuracy: 0.958705
Validation loss: 89914.425964
Validation accuracy: 0.957888
Test accuracy: 0.958889
Validation loss: 90496.147705
Validation accuracy: 0.956123
Test accuracy: 0.960776
Training loss: 609807.850952
Training accuracy: 0.963593

Epoch: 85
Validation loss: 89518.294861
Validation accuracy: 0.957691
Test accuracy: 0.960393
Validation loss: 90474.246582
Validation accuracy: 0.957201
Test accuracy: 0.960439
Validation loss: 90126.798157
Validation accuracy: 0.956571
Test accuracy: 0.960132
Validation loss: 89823.093994
Validation accuracy: 0.955969
Test accuracy: 0.959794
Validation loss: 90417.613525
Validation accuracy: 0.956921
Test accuracy: 0.960147
Training loss: 609116.767090
Training accuracy: 0.963198

Epoch: 86
Validation loss: 90146.784302
Validation accuracy: 0.956025
Test accuracy: 0.962158
Validation loss: 90025.761047
Validation accuracy: 0.957677
Test accuracy: 0.960516
Validation loss: 90372.311340
Validation accuracy: 0.956053
Test accuracy: 0.961160
Validation loss: 89950.560791
Validation accuracy: 0.957145
Test accuracy: 0.960991
Validation loss: 90256.427673
Validation accuracy: 0.956165
Test accuracy: 0.960408
Training loss: 610079.905884
Training accuracy: 0.963385

Epoch: 87
Validation loss: 90214.445740
Validation accuracy: 0.956445
Test accuracy: 0.959702
Validation loss: 90262.442200
Validation accuracy: 0.958462
Test accuracy: 0.959227
Validation loss: 90343.393188
Validation accuracy: 0.956179
Test accuracy: 0.959733
Validation loss: 89971.427673
Validation accuracy: 0.958098
Test accuracy: 0.959641
Validation loss: 90411.771729
Validation accuracy: 0.957243
Test accuracy: 0.959764
Training loss: 610160.361572
Training accuracy: 0.963416

Epoch: 88
Validation loss: 89841.774780
Validation accuracy: 0.955745
Test accuracy: 0.960715
Validation loss: 89923.704651
Validation accuracy: 0.957537
Test accuracy: 0.958920
Validation loss: 89934.174622
Validation accuracy: 0.956879
Test accuracy: 0.961360
Validation loss: 90706.759399
Validation accuracy: 0.957495
Test accuracy: 0.962035
Validation loss: 90268.855042
Validation accuracy: 0.956753
Test accuracy: 0.962250
Training loss: 609739.888000
Training accuracy: 0.963006

Epoch: 89
Validation loss: 90088.256836
Validation accuracy: 0.957719
Test accuracy: 0.960853
Validation loss: 90371.312073
Validation accuracy: 0.957005
Test accuracy: 0.961406
Validation loss: 90608.521912
Validation accuracy: 0.956529
Test accuracy: 0.961068
Validation loss: 90424.627441
Validation accuracy: 0.957874
Test accuracy: 0.960961
Validation loss: 89867.019775
Validation accuracy: 0.957355
Test accuracy: 0.961191
Training loss: 608457.525665
Training accuracy: 0.963680

Epoch: 90
Validation loss: 89729.119812
Validation accuracy: 0.958938
Test accuracy: 0.960976
Validation loss: 89983.654419
Validation accuracy: 0.957131
Test accuracy: 0.959932
Validation loss: 90034.501465
Validation accuracy: 0.957005
Test accuracy: 0.960577
Validation loss: 90068.491943
Validation accuracy: 0.956333
Test accuracy: 0.960945
Validation loss: 90171.700867
Validation accuracy: 0.957902
Test accuracy: 0.959994
Training loss: 610661.658905
Training accuracy: 0.963943

Epoch: 91
Validation loss: 90487.183899
Validation accuracy: 0.956711
Test accuracy: 0.958858
Validation loss: 90305.434326
Validation accuracy: 0.956627
Test accuracy: 0.959856
Validation loss: 90446.604980
Validation accuracy: 0.957761
Test accuracy: 0.960163
Validation loss: 90030.896057
Validation accuracy: 0.957313
Test accuracy: 0.961268
Validation loss: 89608.081177
Validation accuracy: 0.958126
Test accuracy: 0.959979
Training loss: 608463.312103
Training accuracy: 0.963861

Epoch: 92
Validation loss: 90067.821838
Validation accuracy: 0.957789
Test accuracy: 0.961283
Validation loss: 90329.474426
Validation accuracy: 0.958084
Test accuracy: 0.961099
Validation loss: 90079.320190
Validation accuracy: 0.958518
Test accuracy: 0.959656
Validation loss: 90026.509277
Validation accuracy: 0.956487
Test accuracy: 0.960239
Validation loss: 89520.650696
Validation accuracy: 0.958070
Test accuracy: 0.960823
Training loss: 610208.916367
Training accuracy: 0.963589

Epoch: 93
Validation loss: 90539.773926
Validation accuracy: 0.957159
Test accuracy: 0.960915
Validation loss: 90479.540344
Validation accuracy: 0.958350
Test accuracy: 0.961175
Validation loss: 90073.882507
Validation accuracy: 0.957537
Test accuracy: 0.959656
Validation loss: 90385.482300
Validation accuracy: 0.956459
Test accuracy: 0.961835
Validation loss: 90315.311279
Validation accuracy: 0.956893
Test accuracy: 0.958337
Training loss: 608864.971252
Training accuracy: 0.963970

Epoch: 94
Validation loss: 90596.230286
Validation accuracy: 0.958112
Test accuracy: 0.959656
Validation loss: 89679.938904
Validation accuracy: 0.957145
Test accuracy: 0.961452
Validation loss: 90388.811890
Validation accuracy: 0.956235
Test accuracy: 0.959395
Validation loss: 89742.146118
Validation accuracy: 0.956711
Test accuracy: 0.959810
Validation loss: 90227.358826
Validation accuracy: 0.956585
Test accuracy: 0.960976
Training loss: 608633.717499
Training accuracy: 0.964257

Epoch: 95
Validation loss: 90340.669067
Validation accuracy: 0.957117
Test accuracy: 0.960761
Validation loss: 90067.095032
Validation accuracy: 0.957775
Test accuracy: 0.959181
Validation loss: 90000.869995
Validation accuracy: 0.957229
Test accuracy: 0.961298
Validation loss: 90354.876404
Validation accuracy: 0.958672
Test accuracy: 0.961344
Validation loss: 90402.272034
Validation accuracy: 0.958126
Test accuracy: 0.959058
Training loss: 608014.539185
Training accuracy: 0.963698

Epoch: 96
Validation loss: 89713.820740
Validation accuracy: 0.957369
Test accuracy: 0.960163
Validation loss: 90641.735901
Validation accuracy: 0.959036
Test accuracy: 0.959963
Validation loss: 90296.808350
Validation accuracy: 0.957047
Test accuracy: 0.960608
Validation loss: 89979.814026
Validation accuracy: 0.959008
Test accuracy: 0.959687
Validation loss: 90456.597595
Validation accuracy: 0.957299
Test accuracy: 0.960945
Training loss: 608877.586060
Training accuracy: 0.963206

Epoch: 97
Validation loss: 90610.066772
Validation accuracy: 0.959848
Test accuracy: 0.961022
Validation loss: 90587.801331
Validation accuracy: 0.957972
Test accuracy: 0.960546
Validation loss: 90398.501099
Validation accuracy: 0.957383
Test accuracy: 0.959794
Validation loss: 90333.615723
Validation accuracy: 0.958084
Test accuracy: 0.959564
Validation loss: 89811.000977
Validation accuracy: 0.956963
Test accuracy: 0.960071
Training loss: 609698.891937
Training accuracy: 0.963787

Epoch: 98
Validation loss: 89968.078613
Validation accuracy: 0.956613
Test accuracy: 0.962265
Validation loss: 90198.540283
Validation accuracy: 0.956795
Test accuracy: 0.960730
Validation loss: 90154.194031
Validation accuracy: 0.958112
Test accuracy: 0.961175
Validation loss: 90011.180908
Validation accuracy: 0.956921
Test accuracy: 0.960761
Validation loss: 90482.989685
Validation accuracy: 0.958602
Test accuracy: 0.958950
Training loss: 607090.263885
Training accuracy: 0.963921

Epoch: 99
Validation loss: 90397.154724
Validation accuracy: 0.958518
Test accuracy: 0.960562
Validation loss: 90434.979370
Validation accuracy: 0.958210
Test accuracy: 0.959472
Validation loss: 89810.082336
Validation accuracy: 0.958042
Test accuracy: 0.960163
Validation loss: 89978.418884
Validation accuracy: 0.958266
Test accuracy: 0.959610
Validation loss: 90507.456238
Validation accuracy: 0.958574
Test accuracy: 0.961851
Training loss: 607089.847382
Training accuracy: 0.963913

Epoch: 100
Validation loss: 89938.675354
Validation accuracy: 0.957061
Test accuracy: 0.960393
Validation loss: 90197.467468
Validation accuracy: 0.958560
Test accuracy: 0.960362
Validation loss: 89991.879089
Validation accuracy: 0.958574
Test accuracy: 0.960684
Validation loss: 90205.553223
Validation accuracy: 0.957481
Test accuracy: 0.961053
Validation loss: 90354.372986
Validation accuracy: 0.957761
Test accuracy: 0.959810
Training loss: 608783.630737
Training accuracy: 0.963991

Epoch: 101
Validation loss: 89895.284363
Validation accuracy: 0.957775
Test accuracy: 0.960792
Validation loss: 90568.884888
Validation accuracy: 0.958532
Test accuracy: 0.961697
Validation loss: 89619.490723
Validation accuracy: 0.957523
Test accuracy: 0.960730
Validation loss: 90089.585632
Validation accuracy: 0.957761
Test accuracy: 0.961881
Validation loss: 90448.304382
Validation accuracy: 0.957986
Test accuracy: 0.959902
Training loss: 609650.669006
Training accuracy: 0.964158

Epoch: 102
Validation loss: 89927.582214
Validation accuracy: 0.956963
Test accuracy: 0.960638
Validation loss: 89815.214050
Validation accuracy: 0.959050
Test accuracy: 0.959411
Validation loss: 90459.517517
Validation accuracy: 0.956697
Test accuracy: 0.960408
Validation loss: 90507.896973
Validation accuracy: 0.957089
Test accuracy: 0.961252
Validation loss: 90093.450623
Validation accuracy: 0.957089
Test accuracy: 0.959902
Training loss: 607944.632965
Training accuracy: 0.963814

Epoch: 103
Validation loss: 89459.800842
Validation accuracy: 0.956823
Test accuracy: 0.961283
Validation loss: 90446.112976
Validation accuracy: 0.958756
Test accuracy: 0.960424
Validation loss: 90331.287109
Validation accuracy: 0.958126
Test accuracy: 0.961759
Validation loss: 90563.703430
Validation accuracy: 0.957775
Test accuracy: 0.961053
Validation loss: 90450.584473
Validation accuracy: 0.957677
Test accuracy: 0.961175
Training loss: 606818.384277
Training accuracy: 0.963624

Epoch: 104
Validation loss: 90132.015137
Validation accuracy: 0.956669
Test accuracy: 0.961436
Validation loss: 90137.572693
Validation accuracy: 0.957299
Test accuracy: 0.960823
Validation loss: 90356.623169
Validation accuracy: 0.957341
Test accuracy: 0.959687
Validation loss: 89535.692139
Validation accuracy: 0.957944
Test accuracy: 0.960301
Validation loss: 90296.615356
Validation accuracy: 0.957916
Test accuracy: 0.961068
Training loss: 608796.443481
Training accuracy: 0.963626

Epoch: 105
Validation loss: 90168.083740
Validation accuracy: 0.957930
Test accuracy: 0.959856
Validation loss: 89913.591919
Validation accuracy: 0.958350
Test accuracy: 0.962526
Validation loss: 90051.767151
Validation accuracy: 0.959008
Test accuracy: 0.961298
Validation loss: 89996.715210
Validation accuracy: 0.956837
Test accuracy: 0.960117
Validation loss: 90473.411499
Validation accuracy: 0.957845
Test accuracy: 0.961498
Training loss: 609967.682678
Training accuracy: 0.964444

Epoch: 106
Validation loss: 89683.325745
Validation accuracy: 0.957425
Test accuracy: 0.961344
Validation loss: 90603.820984
Validation accuracy: 0.956599
Test accuracy: 0.959810
Validation loss: 90086.377319
Validation accuracy: 0.956669
Test accuracy: 0.961973
Validation loss: 89954.842957
Validation accuracy: 0.958420
Test accuracy: 0.961022
Validation loss: 90088.224243
Validation accuracy: 0.958644
Test accuracy: 0.960362
Training loss: 609077.354309
